,id,fund_code,fund_name,company_id,fund_short_name,fund_legal_name,fund_pinyin,fund_risk_level,share_type,fund_type,type1_id,type2_id,type3_id,help_type4_id,is_money_fund,hf_incomeratio,income,incomeratio,incomeratio_t001,incomeratio_s010,netvalue,total_netvalue,navdate,fund_state,min_share,day_incratio,month_incratio,quarter_incratio,year_incratio,this_year_incratio,half_year_incratio,three_year_incratio,feerate1,sina_feerate1,feerate2,sina_feerate2,discountrate2,feerate3,sina_feerate3,dayinc,subscribe_state,declare_state,withdraw_state,valuagr_state,trend_state,hopedeclare_state,declareend_day,redeemend_day,open_day,is_forbidbuybyredeem,trans_flag,fundsub_type,subscribe_beigin,sina_subscribe_beigin,help_sina_subscribe_beigin,sina_subscribe_end,subscribe_end,zjzfe,fund_scale,fund_manager,u_time,c_time,to_this_day_incratio,l_day,forbidbonustype,status,qdii_confirm_day,ta_code,min_value1,min_value2,can_buy,type2_id_desc,jz_and_sy,min_value
397,1367,2419,汇添富盈安灵活配置混合,80053708,汇添富盈安灵活配置混合,汇添富盈安灵活配置混合型证券投资基金,htfjjglgfyxgs,中等风险,A,A,x1001,x2001,x3004,h4002,0,0.0,0.0,0.0,-0.0363,0.0,1.725,1.725,2020-11-11,0,1.0,-0.0363,0.0147,0.0201,0.4459,0.40700000000000003,0.2768,0.6258,0.01,0.001,0.012,0.0012,0.1,0.0,0.0,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '马翔', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30399193'}]",2020-11-12 15:36:39,2016-08-11 09:10:23,0.7594,1,0,1,0,47,10,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),10.0
2524,3995,90009,大成行业轮动混合,80000225,大成行业轮动混合,大成行业轮动混合型证券投资基金,dcjjglyxgs,中高风险,A,A,x1001,x2001,x3006,h4002,0,0.0,0.0,0.0,-0.0193,0.0,2.799,2.799,2020-11-11,0,0.0,-0.0193,0.0193,0.0546,0.6273,0.5146,0.4108,0.6245,0.0,0.0,0.015,0.0015,0.0,0.015,0.0015,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,55770800.0,,"[{'name': '王磊', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30224006'}]",2020-11-12 15:10:53,2019-05-21 17:11:48,1.7990000000000002,1,0,1,0,9,0,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),0.01
1778,3164,200006,长城消费混合,80000239,长城消费混合,长城消费增值混合型证券投资基金,ccjjglyxgs,中高风险,A,A,x1001,x2001,x3006,h4002,0,0.0,0.0,0.0,-0.0127,0.0,1.5426,1.5426,2020-11-11,0,0.0,-0.0127,-0.0351,-0.0247,0.4411,0.4076,0.3031,0.6238,0.0,0.0,0.012,0.0012,0.1,0.015,0.0015,1.0,0,1,1,1,1,1,2020-11-12,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2019-02-16 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '龙宇飞', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30519151'}]",2020-11-12 15:07:01,2018-07-11 22:17:25,3.7584,2,0,1,0,20,1000,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),1000.0
941,2155,519095,新华行业周期轮换混合,80000249,新华行业周期轮换混合,新华行业周期轮换混合型证券投资基金,xhjjglgfyxgs,中高风险,A,A,x1001,x2001,x3006,h4002,0,0.0,0.0,0.0,-0.0198,0.0,3.26,3.26,2020-11-11,0,10.0,-0.0198,0.0405,0.1249,0.7176,0.5312,0.4199,0.6235,0.012,0.0012,0.015,0.0015,0.1,0.015,0.0015,1.0,0,1,1,1,1,1,2020-11-12,0001-01-01,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-12-01 00:00:00,2020-11-13 00:00:00,2020-11-13,39025000.0,,"[{'name': '刘彬', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30181758'}]",2020-11-12 15:21:39,2016-11-28 09:11:09,3.3647,2,0,1,0,99,500,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),500.0
1059,2327,660003,农银平衡双利混合,80092233,农银平衡双利混合,农银汇理平衡双利混合型证券投资基金,nyhljjglyxgs,中等风险,A,A,x1001,x2001,x3004,h4002,0,0.0,0.0,0.0,-0.0219,0.0,2.4165,2.4165,2020-11-11,0,100.0,-0.0219,0.0342,0.0831,0.6283,0.5799,0.3692,0.6225,0.012,0.0012,0.015,0.0015,0.1,0.005,0.001,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '陈富权', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30231754'}]",2020-11-12 15:20:28,2016-12-15 09:51:06,3.1533,2,0,1,0,66,1000,1000,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),1000.0
37,193,202011,南方优选价值混合A,80000220,南方优选价值混合A,南方优选价值混合型证券投资基金,nfjjglgfyxgs,中高风险,A,A,x1001,x2001,x3006,h4002,0,0.0,0.0,0.0,-0.0224,0.0,1.79,1.79,2020-11-11,0,0.0,-0.0224,-0.0345,-0.0143,0.4508,0.4266,0.2193,0.618,0.015,0.0015,0.018000000000000002,0.0018,0.1,0.015,0.0015,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-12-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '罗安安', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30340408'}]",2020-11-12 15:00:58,2015-10-16 09:00:03,6.0535,2,0,1,0,1,10,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),10.0
174,1072,1849,前海开源强势共识100强,80280038,前海开源强势共识100强,前海开源强势共识100强等权重股票型证券投资基金,qhkyjjglyxgs,高风险,A,A,x1001,x2002,x3007,h4002,0,0.0,0.0,0.0,-0.0084,0.0,1.651,1.651,2020-11-11,0,0.0,-0.0084,0.0204,0.0191,0.4781,0.3701,0.3062,0.617,0.012,0.0012,0.015,0.0015,0.1,0.0025,0.001,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,2015-10-13,2015-10-13 00:00:00,0000-00-00 00:00:00,2015-12-09 00:00:00,2015-12-09,11617200.0,,"[{'name': '谢屹', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30312813'}]",2020-11-12 15:36:18,2016-04-07 15:10:09,0.6509999999999999,2,0,1,0,44,10,10,"{'show': '暂停购买', 'canbuy': None}",股票型,/(11-11),10.0
1008,2260,519015,海富通精选贰号混合,80000246,海富通精选贰号混合,海富通精选贰号混合型证券投资基金,hftjjglyxgs,中高风险,A,A,x1001,x2001,x3006,h4002,0,0.0,0.0,0.0,-0.0079,0.0,1.6380000000000001,1.6380000000000001,2020-11-11,0,10.0,-0.0079,-0.0085,0.0055,0.5541,0.4381,0.3041,0.6154,0.02,0.002,0.02,0.002,0.1,0.015,0.0015,1.0,0,1,1,1,1,1,2020-11-12,0001-01-01,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '王智慧', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30069931'}, {'name': '黄峰', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30044828'}]",2020-11-12 15:02:46,2016-12-09 09:21:21,1.7121,2,0,1,0,99,1000,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),1000.0
2811,4418,310328,申万菱信新动力混合,80045188,申万菱信新动力混合,申万菱信新动力混合型证券投资基金,swlxjjglyxgs,中等风险,A,A,x1001,x2001,x3004,h4002,0,0.0,0.0,0.0,-0.0133,0.0,0.9139,0.9139,2020-11-11,0,0.0,-0.0133,0.0252,-0.0041,0.4878,0.4541,0.3201,0.6141,0.0,0.0,0.015,0.0015,0.0,0.015,0.0015,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2020-05-14 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '周小波', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30063397'}]",2020-11-12 15:33:24,2019-11-18 10:26:17,5.6157,2,0,1,0,31,10,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),10.0
2189,3611,4407,招商上证消费80ETF联接C,80036782,招商上证消费80ETF联接C,招商上证消费80交易型开放式指数证券投资基金联接基金,zsjjglyxgs,高风险,A,S,x1001,x2002,x3008,,0,0.0,0.0,0.0,-0.011000000000000001,0.0,2.6319999999999997,2.6319999999999997,2020-11-11,4,0.0,-0.011000000000000001,0.0284,0.0444,0.5755,0.5449,0.43700000000000006,0.6108,0.0,0.0,0.0,0.0,0.0,0.015,0.0015,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,12391500.0,,"[{'name': '苏燕青', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30470772'}]",2020-11-12 15:03:47,2019-01-02 15:16:10,0.8733,2,0,1,0,98,0,10,"{'show': '暂停购买', 'canbuy': None}",股票型,/(11-11),0.01
2070,3488,4686,华夏研究精选股票,80000222,华夏研究精选股票,华夏研究精选股票型证券投资基金,hxjjglyxgs,高风险,A,U,x1001,x2002,x3007,,0,0.0,0.0,0.0,-0.0123,0.0,1.6359,1.6359,2020-11-11,4,100.0,-0.0123,0.0509,0.0541,0.5157,0.408,0.3473,0.6065,0.012,0.0012,0.015,0.0015,0.1,0.015,0.0015,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,2017-08-04,2017-08-04 00:00:00,0000-00-00 00:00:00,2017-09-04 00:00:00,2017-09-04,99999999.9999,,"[{'name': '林晶', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30474230'}]",2020-11-12 15:14:16,2018-12-04 14:02:06,0.6359,2,0,1,0,03,1000,1000,"{'show': '暂停购买', 'canbuy': None}",股票型,/(11-11),1000.0
682,1829,40007,华安中小盘成长混合,80000228,华安中小盘成长混合,华安中小盘成长混合型证券投资基金,hajjglyxgs,中高风险,A,A,x1001,x2001,x3006,h4002,0,0.0,0.0,0.0,-0.0297,0.0,2.5515,2.5515,2020-11-11,0,1.0,-0.0297,0.0079,-0.0057,0.4778,0.3865,0.2465,0.6063,0.0,0.0,0.015,0.0015,0.1,0.005,0.001,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-12-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '李欣', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30339840'}]",2020-11-12 15:21:16,2016-09-19 09:10:55,1.65,2,0,1,0,4,10,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),10.0
2520,3991,519017,大成积极成长混合,80000225,大成积极成长混合,大成积极成长混合型证券投资基金,dcjjglyxgs,中高风险,A,A,x1001,x2001,x3006,h4002,0,0.0,0.0,0.0,-0.0182,0.0,1.619,1.619,2020-11-11,0,0.0,-0.0182,0.005,0.0286,0.5766,0.4698,0.3458,0.6054,0.0,0.0,0.015,0.0015,0.0,0.015,0.0015,1.0,0,1,1,1,1,1,2020-11-12,0001-01-01,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '王磊', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30224006'}]",2020-11-12 15:10:49,2019-05-21 17:11:46,4.0889999999999995,1,0,1,0,99,0,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),0.01
779,1972,210003,金鹰行业优势混合,80000245,金鹰行业优势混合,金鹰行业优势混合型证券投资基金,jyjjglyxgs,中高风险,A,A,x1001,x2001,x3006,h4002,0,0.0,0.0,0.0,-0.0223,0.0,2.017,2.017,2020-11-11,0,1.0,-0.0223,0.0214,0.0729,0.7059,0.5937,0.3019,0.6053,0.012,0.0012,0.015,0.0015,0.1,0.005,0.001,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2019-03-21 00:00:00,2020-11-13 00:00:00,2020-11-13,93091100.0,,"[{'name': '倪超', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30335629'}]",2020-11-12 15:04:20,2016-10-14 09:10:27,1.7514,2,0,1,0,21,1,1,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),1.0
3314,5037,3884,汇安沪深300增强A,80534319,汇安沪深300增强A,汇安沪深300指数增强型证券投资基金,hajjglyxzrgs,高风险,A,F,x1001,x2002,x3008,h4002,0,0.0,0.0,0.0,-0.0077,0.0,1.7836,1.7836,2020-11-11,0,1.0,-0.0077,0.0376,0.0584,0.4561,0.3683,0.3149,0.6041,0.0,0.0,0.012,0.0012,0.0,0.015,0.0015,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,0000-00-00 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '朱晨歌', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30539423'}]",2020-11-12 15:30:48,2020-09-24 09:22:23,0.7836,2,0,1,0,4Y,0,1,"{'show': '暂停购买', 'canbuy': None}",股票型,/(11-11),0.01
326,1266,1942,前海开源沪港深汇鑫混合A,80280038,前海开源沪港深汇鑫混合A,前海开源沪港深汇鑫灵活配置混合型证券投资基金,qhkyjjglyxgs,中等风险,A,A,x1001,x2001,x3004,h4002,0,0.0,0.0,0.0,0.0016,0.0,1.8530000000000002,1.8530000000000002,2020-11-11,0,0.0,0.0016,0.0109,-0.0043,0.3398,0.1955,0.1488,0.6029,0.012,0.0012,0.015,0.0015,0.1,0.0,0.0,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,1823650.0,,"[{'name': '谢屹', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30312813'}]",2020-11-12 15:38:30,2016-07-14 09:00:15,0.853,3,0,1,0,44,10,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),10.0
8,94,260110,景顺长城精选蓝筹混合,80000251,景顺长城精选蓝筹混合,景顺长城精选蓝筹混合型证券投资基金,jsccjjglyxgs,中高风险,A,A,x1001,x2001,x3006,h4002,0,0.0,0.0,0.0,-0.0131,0.0,1.663,1.663,2020-11-11,0,1.0,-0.0131,0.0519,0.1139,0.4553,0.379,0.33899999999999997,0.6016,0.0,0.0,0.015,0.0015,0.1,0.015,0.0015,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-12-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '余广', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30060238'}, {'name': '江科宏', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30165005'}]",2020-11-12 15:06:37,2015-08-27 13:20:13,1.7717,2,0,1,0,26,1,1,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),1.0
1522,2874,168101,九泰锐智定增灵活配置混合,80461118,九泰锐智定增灵活配置混合,九泰锐智定增灵活配置混合型证券投资基金,jtjjglyxgs,中高风险,A,A,x1001,x2001,x3006,h4002,0,0.0,0.0,0.0,-0.0142,0.0,1.8719999999999999,1.8719999999999999,2020-11-11,0,5.0,-0.0142,0.0464,0.096,0.6941,0.5269,0.3734,0.6012,0.015,0.0015,0.015,0.0015,0.1,0.0,0.0,1.0,0,1,1,1,1,1,2020-11-12,0001-01-01,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '刘开运', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30332591'}]",2020-11-12 15:00:41,2017-06-13 10:01:36,1.3433,2,0,1,0,98,1000,1000,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),1000.0
325,1265,1943,前海开源沪港深汇鑫混合C,80280038,前海开源沪港深汇鑫混合C,前海开源沪港深汇鑫灵活配置混合型证券投资基金,qhkyjjglyxgs,中等风险,A,A,x1001,x2001,x3004,h4002,0,0.0,0.0,0.0,0.0016,0.0,1.83,1.83,2020-11-11,0,0.0,0.0016,0.011000000000000001,-0.0044,0.3397,0.1953,0.1488,0.6011,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2019-02-12 00:00:00,2020-11-13 00:00:00,2020-11-13,7990370.0,,"[{'name': '谢屹', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30312813'}]",2020-11-12 15:38:31,2016-07-14 09:00:15,0.83,3,0,1,0,44,10,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),10.0
430,1445,3119,博时鑫源灵活配置A,80000226,博时鑫源灵活配置A,博时鑫源灵活配置混合型证券投资基金,bsjjglyxgs,中等风险,A,A,x1001,x2001,x3004,h4002,0,0.0,0.0,0.0,-0.0016,0.0,1.8980000000000001,1.8980000000000001,2020-11-11,0,10.0,-0.0016,0.04,0.048,0.2982,0.1975,0.2389,0.6003,0.006,0.001,0.008,0.001,0.1,0.015,0.0015,1.0,0,1,1,1,1,1,2020-11-12,0000-00-00,0000-00-00,1,1,1,2016-08-05,2016-08-05 00:00:00,0000-00-00 00:00:00,2016-08-22 00:00:00,2016-08-22,99999999.9999,,"[{'name': '王曦', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30352276'}]",2020-11-12 15:40:47,2016-08-16 09:10:23,0.898,2,0,1,0,05,100,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),100.0
1034,2290,3957,安信量化沪深300增强A,80163340,安信量化沪深300增强A,安信量化精选沪深300指数增强型证券投资基金,axjjglyxgs,高风险,A,A,x1001,x2002,x3008,h4002,0,0.0,0.0,0.0,-0.009000000000000001,0.0,1.7375,1.7375,2020-11-11,0,1.0,-0.009000000000000001,0.0617,0.0923,0.4758,0.3887,0.3663,0.5998,0.008,0.001,0.008,0.001,0.1,0.0075,0.001,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,2016-12-08,2016-12-08 00:00:00,0000-00-00 00:00:00,2017-01-03 00:00:00,2017-01-03,33680200.0,,"[{'name': '徐黄玮', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30522924'}]",2020-11-12 15:33:25,2016-12-12 09:11:03,0.7375,2,0,1,0,75,1,10,"{'show': '暂停购买', 'canbuy': None}",股票型,/(11-11),1.0
1132,2466,370024,上投核心优选股票,80050229,上投核心优选股票,上投摩根核心优选混合型证券投资基金,stmgjjglyxgs,中高风险,A,U,x1001,x2001,x3006,,0,0.0,0.0,0.0,-0.0115,0.0,4.737,4.737,2020-11-11,0,10.0,-0.0115,0.0189,0.0249,0.696,0.6167,0.3699,0.5995,0.012,0.0012,0.015,0.0015,0.1,0.015,0.0015,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-12-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '孙芳', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30140867'}]",2020-11-12 15:23:38,2016-12-16 09:21:28,4.2896,2,0,1,0,37,10,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),10.0
2509,3979,160919,大成产业升级股票（LOF）,80000225,大成产业升级股票（LOF）,大成产业升级股票型证券投资基金(LOF),dcjjglyxgs,高风险,A,G,x1001,x2002,x3007,,0,0.0,0.0,0.0,-0.0296,0.0,2.135,2.135,2020-11-11,0,0.0,-0.0296,-0.0093,-0.0102,0.5561,0.4623,0.3547,0.5993,0.0,0.0,0.015,0.0015,0.0,0.015,0.0015,1.0,0,1,1,1,1,1,2020-11-12,0001-01-01,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '李林益', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30339838'}]",2020-11-12 15:09:40,2019-05-21 17:11:38,1.0159,1,0,1,0,98,0,10,"{'show': '暂停购买', 'canbuy': None}",股票型,/(11-11),0.01
221,1157,1626,国泰央企改革股票,80000224,国泰央企改革股票,国泰央企改革股票型证券投资基金,gtjjglyxgs,高风险,A,U,x1001,x2002,x3007,,0,0.0,0.0,0.0,-0.011000000000000001,0.0,2.153,2.153,2020-11-11,0,0.0,-0.011000000000000001,0.0575,0.0868,0.6638,0.5248,0.3601,0.5984,0.012,0.0012,0.015,0.0015,0.1,0.0,0.0,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-12-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '饶玉涵', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30352383'}]",2020-11-12 15:34:55,2016-05-06 08:40:10,1.153,2,0,1,0,02,1,10,"{'show': '暂停购买', 'canbuy': None}",股票型,/(11-11),1.0
2,88,260101,景顺长城优选混合,80000251,景顺长城优选混合,景顺长城优选混合型证券投资基金,jsccjjglyxgs,中高风险,A,A,x1001,x2001,x3006,h4002,0,0.0,0.0,0.0,-0.0187,0.0,3.6208,3.6208,2020-11-11,0,1.0,-0.0187,0.0188,0.0814,0.5328,0.4192,0.2875,0.598,0.0,0.0,0.015,0.0015,0.1,0.015,0.0015,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-12-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '杨锐文', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30304337'}]",2020-11-12 15:06:30,2015-08-27 13:20:13,16.0131,2,0,1,0,26,1,1,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),1.0
2842,4490,4951,申万菱信价值优利混合,80045188,申万菱信价值优利混合,申万菱信价值优利混合型证券投资基金,swlxjjglyxgs,中等风险,A,A,x1001,x2001,x3004,h4002,0,0.0,0.0,0.0,-0.0071,0.0,1.6282,1.6282,2020-11-11,0,0.0,-0.0071,0.0262,0.0402,0.4265,0.3535,0.3321,0.5963,0.0,0.0,0.015,0.0015,0.0,0.015,0.0015,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '俞诚', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30371177'}]",2020-11-12 15:35:57,2019-11-18 10:26:50,0.6282,2,0,1,0,31,10,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),10.0
1154,2488,481001,工银核心价值混合,80064225,工银核心价值混合,工银瑞信核心价值混合型证券投资基金,gyrxjjglyxgs,中高风险,A,A,x1001,x2001,x3006,h4002,0,0.0,0.0,0.0,-0.0206,0.0,0.4903,0.4903,2020-11-11,0,10.0,-0.0206,0.0503,0.0991,0.5653,0.517,0.4303,0.5957,0.012,0.0012,0.015,0.0015,0.1,0.015,0.0015,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-12-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '何肖颉', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30038667'}]",2020-11-12 15:16:42,2016-12-16 09:21:29,10.5008,2,0,1,0,48,10,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),10.0
2079,3498,2416,招商丰利混合C,80036782,招商丰利混合C,招商丰利灵活配置混合型证券投资基金,zsjjglyxgs,中等风险,A,A,x1001,x2001,x3004,h4002,0,0.0,0.0,0.0,-0.017,0.0,1.911,1.911,2020-11-11,0,1.0,-0.017,0.038,0.0274,0.6099,0.5511,0.4166,0.5952,0.0,0.0,0.015,0.0015,0.0,0.0005,0.001,1.0,0,1,1,1,1,1,2020-11-12,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,2734140.0,,"[{'name': '贾仁栋', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30443998'}]",2020-11-12 15:20:53,2018-12-10 17:59:12,0.6719,2,0,1,0,17,0,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),0.01
12,98,260116,景顺长城核心竞争力混合,80000251,景顺长城核心竞争力混合,景顺长城核心竞争力混合型证券投资基金,jsccjjglyxgs,中高风险,A,A,x1001,x2001,x3006,h4002,0,0.0,0.0,0.0,-0.0187,0.0,4.35,4.35,2020-11-11,0,1.0,-0.0187,0.0424,0.1275,0.4742,0.401,0.3497,0.5952,0.012,0.0012,0.015,0.0015,0.1,0.015,0.0015,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-12-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '余广', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30060238'}]",2020-11-12 15:06:41,2015-08-27 13:20:13,4.7045,2,0,1,0,26,1,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),1.0
